Element1,Element2,Element3,Element4,afm,lat,sws0,sws_init,mag,B0,TC
Mn,Cr,Re,Au,0,1,2.7775776,2.823823555535164,0.03299163381815,236.62064,11.76691736
Mn,Cr,Re,Bi,0,0,3.083806,3.1054176318555107,0.250782477,163.19789,96.5665238
Mn,Cr,Re,Ge,0,0,2.888363,2.9163720133789344,0.252377334,161.55733,77.9055452
Mn,Cr,Re,Hg,0,0,2.924564,2.9281197045728224,0.253976151,169.27278,88.238996
Mn,Cr,Re,Ir,0,1,2.8508224,2.7755883242947768,0.03757811535811,177.88861,50.9904244
Mn,Cr,Re,Mo,0,0,2.8457355,2.80034017286008,0.043901637827,226.32106,78.2639248
Mn,Cr,Re,Ni,0,0,2.7800517,2.7185453297002744,0.0428619077845,206.78047,17.5691336
Mn,Cr,Re,Os,0,0,2.8473375,2.773184413886352,0.1445940104,189.13037,102.704868
Mn,Cr,Re,Pb,0,0,2.9028926,3.033003725445901,0.324081592,165.89915,96.504856
Mn,Cr,Re,Pd,0,0,2.7923737,2.7858234186744544,0.031833337324,198.60599,29.91389640000001
Mn,Cr,Re,Pt,0,1,2.7753577,2.791985750320531,0.02596491257862,241.03601,26.6179652
Mn,Cr,Re,Rh,0,0,2.804617,2.76885847376507,0.0713848495,234.84908,59.1814208
Mn,Cr,Re,Ru,0,0,2.8074026,2.765539543639317,0.0662567144,236.20667,80.62518200000001
Mn,Cr,Re,Sb,0,0,2.9401007,3.031548977404879,0.188899966,162.12549,76.348252
Mn,Cr,Re,Sn,0,0,2.9218261,2.9844905691674226,0.190314068,163.72792,95.866564
Mn,Cr,Re,Te,0,0,2.9897733,3.08517404460537,0.148917441,148.63924,73.50941859999999
Mn,Cr,Re,W,0,0,2.852093,2.804994690829172,0.0359990780466,230.98497,120.6576696
Mn,Cr,Rh,Au,0,1,2.804366,2.807853524103943,0.0503133362029999,213.10165,40.902091600000006
Mn,Cr,Rh,Pb,0,1,2.9438906,3.0191757669017165,0.2027247039999999,163.47316,145.30668400000002
Mn,Cr,Rh,Pt,0,1,2.79473,2.7756461984857546,0.03686966620061,205.68651,43.0522268
Mn,Cr,Rh,W,0,0,2.816587,2.788807668116376,0.0519153867596,219.3187,47.31695680000001
Mn,Cr,Ru,Au,0,1,2.8065894,2.804626298650637,0.04784617614235,196.1933,37.080650000000006
Mn,Cr,Ru,Ir,0,1,2.8492608,2.755710799533832,0.0534293126577599,139.55779,30.148445200000005
Mn,Cr,Ru,Os,0,1,2.8294194,2.753272038129392,0.03976742563922,143.87534,71.7177204
Mn,Cr,Ru,Pb,0,0,2.9512565,3.0163851280488925,0.309678347,131.98445,138.528106
Mn,Cr,Ru,Pd,0,1,2.8146508,2.766093251899149,0.05246851968665,181.83163,38.388418
Mn,Cr,Ru,Pt,0,1,2.8016357,2.772343510135404,0.04703274677287,201.11719,44.4166812
Mn,Cr,Ru,Rh,0,1,2.796331,2.748883149165982,0.04499798081888,203.2641,45.359364
Mn,Cr,Ru,W,0,0,2.8245845,2.785536134492748,0.0588023997,213.41306,71.94151400000001
Mn,Cr,Sb,As,0,1,3.0439556,3.127909135482128,0.1044915155,86.851105,74.3306812
Mn,Cr,Sb,Au,0,0,3.009903,3.0641864580428497,0.093010289,130.25278,42.1486636
Mn,Cr,Sb,Ir,0,1,3.0163195,3.0233764666284806,0.178150202,91.580925,92.53304
Mn,Cr,Sb,Mo,0,0,3.0012846,3.044279115434162,0.167090712,134.10019,58.9096442
Mn,Cr,Sb,Os,0,1,3.0055127,3.0213508430816622,0.192779284,88.55304,86.82100080000001
Mn,Cr,Sb,Pb,0,0,3.2212572,3.2445021558680613,0.069898025,86.82287,118.947335
Mn,Cr,Sb,Pd,0,1,2.9969923,3.0320097986625325,0.086345308,122.03551,71.353846
Mn,Cr,Sb,Pt,0,1,2.921007,3.0372146226589773,0.095643973,145.0448,77.380608
Mn,Cr,Sb,Rh,0,1,2.965122,3.017707652998024,0.1525536486,182.60007,91.590486
Mn,Cr,Sb,Ru,0,1,2.9888396,3.0149142944199188,0.1386899186,138.49205,101.22537400000002
Mn,Cr,Sb,Te,0,0,3.2003734,3.290233614085074,0.07783532,80.9695,36.55984120000001
Mn,Cr,Sb,W,0,0,2.9652743,3.04821903235323,0.178602967,148.28848,42.960770200000006
Mn,Cr,Si,Ag,0,0,2.9308033,2.912172163078814,0.0343126780245,123.38738,36.66163400000001
Mn,Cr,Si,As,0,0,2.8642466,2.981233319119112,0.077389337573,99.84979,43.5775923
Mn,Cr,Si,Au,1,1,2.8310127,2.910857222519007,0.008325734538,139.26706,6.507951880000001
Mn,Cr,Si,Bi,0,0,3.1876726,3.1779178561103363,0.063578017,97.66375,96.1312234
Mn,Cr,Si,Cu,0,0,2.8990946,2.826728151183528,0.0304390045733,127.27853,11.9463002
Mn,Cr,Si,Ge,0,0,2.9691312,2.998193198916165,0.0562310633099999,97.881355,70.16978100000001
Mn,Cr,Si,Hg,0,0,2.972939,3.0093119957814216,0.10298772,87.89012,129.4972702
Mn,Cr,Si,Ir,0,0,2.9614716,2.865532192957466,0.2465013419999999,100.78739,78.11353840000001
Mn,Cr,Si,Mo,0,0,2.9095387,2.888773293742524,0.0583793108,152.23595,9.5916364
Mn,Cr,Si,Ni,0,0,2.8893447,2.812116794792717,0.0261430225551,139.40034,8.754745200000002
Mn,Cr,Si,Os,0,0,2.964399,2.8632770013711992,0.3829330979999999,105.03145,80.79778200000001
Mn,Cr,Si,Pb,0,0,3.0249238,3.1088813378048883,0.1270359575,103.75068,105.1889528
Mn,Cr,Si,Pd,0,0,2.8672395,2.875138065769118,0.0347529584399999,149.01749,23.878261400000003
Mn,Cr,Si,Pt,1,1,2.7849092,2.880924637874687,0.000952415152,166.92412,8.57773216
Mn,Cr,Si,Re,0,0,2.8672671,2.8746255730453973,0.14220738733,196.4832,42.6664348
Mn,Cr,Si,Rh,0,0,2.8703575,2.8592195885365976,0.0233613031,183.69951,21.2229094
Mn,Cr,Si,Ru,0,0,2.8985653,2.856107465764338,0.1063649939999999,139.7094,36.9955678
Mn,Cr,Si,Sb,0,0,3.0260673,3.1074967819355663,0.0571400643,99.04919,59.2916828
Mn,Cr,Si,Sn,0,1,2.9942613,3.0627611885418915,0.0730692996,104.47468,103.637646
Mn,Cr,Si,Tc,0,0,2.9670675,2.8685426353070858,0.036764518,103.40585,17.756925600000002
Mn,Cr,Si,Te,0,0,3.1240268,3.1585958937630187,0.085712715,88.41822,45.40185120000001
Mn,Cr,Si,W,0,0,2.8850088,2.893147845159481,0.19601292369,173.43437,33.688938
Mn,Cr,Sn,As,0,1,3.0346446,3.0837681138398625,0.0937202795,88.47203,101.96961000000002
Mn,Cr,Sn,Au,0,0,2.9562435,3.018148237146731,0.097346265,135.12462,54.2099732
Mn,Cr,Sn,Bi,0,0,3.2783198,3.268675906150757,0.0455540911,86.180695,43.8415128
Mn,Cr,Sn,Ge,0,1,3.0575156,3.0996275584021937,0.113362816,83.94448,104.96066
Mn,Cr,Sn,Hg,0,0,3.0745072,3.110034193027888,0.0682031172,86.559204,86.051638
Mn,Cr,Sn,Ir,0,1,2.9324803,2.976057207435682,0.19602935,94.418304,90.09248
Mn,Cr,Sn,Mo,0,0,2.9743128,2.9976226861774617,0.209725202,137.28154,74.31734800000001
Mn,Cr,Sn,Os,0,1,2.9291372,2.9739665890890543,0.214998573,92.919464,106.0925052
Mn,Cr,Sn,Pb,0,0,3.162069,3.203537795949854,0.082483469,90.936325,111.456824
Mn,Cr,Sn,Pd,0,1,2.9573722,2.9849660336599606,0.197479872,124.12828,70.584968
Mn,Cr,Sn,Pt,0,1,2.916364,2.9903357672567767,0.1142031276,144.04198,81.203602
Mn,Cr,Sn,Rh,0,1,2.913831,2.9702061595638565,0.1615473419999999,181.0027,66.657548
Mn,Cr,Sn,Ru,0,1,2.9235322,2.9673226097959207,0.18376614,144.27484,111.018766
Mn,Cr,Sn,Sb,0,1,3.1849134,3.202233901550478,0.081283772,91.27533,68.730022
Mn,Cr,Sn,Te,0,1,3.1666427,3.250421096066493,0.0733026098,84.99681,53.9632812
Mn,Cr,Sn,W,0,0,2.9387243,3.0016859540969043,0.174775912,153.92291,51.9213044
Mn,Cr,Tc,Ag,0,0,2.9097967,2.8189224842611185,0.0697620934,101.534355,71.6932496
Mn,Cr,Tc,As,0,0,2.932453,2.8924552010139504,0.0755231433999999,87.33817,41.713476
Mn,Cr,Tc,Au,0,1,2.856296,2.8175190435466875,0.05222160048887,131.30771,36.591290400000005
Mn,Cr,Tc,Bi,0,0,3.195274,3.100207539472096,0.198452284,79.48689,126.412382
Mn,Cr,Tc,Ge,0,0,2.948578,2.910462508601208,0.1202526422999999,83.021324,83.698636
Mn,Cr,Tc,Hg,0,0,2.9938335,2.9222576656219874,0.201797361,84.56381,112.5654092
Mn,Cr,Tc,Ir,0,1,2.9164305,2.7690620085754305,0.05984348112195,85.56479,35.516268
Mn,Cr,Tc,Mo,0,0,2.894417,2.793929115238765,0.0311659350833,138.14246,69.85043399999999
Mn,Cr,Tc,Ni,0,0,2.836234,2.71174122664096,0.0410289283735,124.265144,19.4292422
Mn,Cr,Tc,Os,0,0,2.8945017,2.7666467385683657,0.177274542,90.441345,137.425256
Mn,Cr,Tc,Pb,0,0,3.0164208,3.0275412042116225,0.299221342,85.138535,148.081122
Mn,Cr,Tc,Pd,0,1,2.8559103,2.779345137931507,0.04430995048426,125.540955,35.141676000000004
Mn,Cr,Tc,Pt,0,1,2.8277688,2.785536134492748,0.05312178727553,137.9384,60.369151200000005
Mn,Cr,Tc,Re,0,0,2.8464928,2.778796698796508,0.0635938921,187.24608,76.28304000000001
Mn,Cr,Tc,Rh,0,1,2.816764,2.7623002813404773,0.0583358334878,186.1401,54.1350752
Mn,Cr,Tc,Ru,0,1,2.8448582,2.758965544461503,0.05232193439526,140.43245,71.1522344
Mn,Cr,Tc,Sb,0,0,3.0480175,3.0260811980998352,0.167266537,89.55456,108.3262508
Mn,Cr,Tc,Sn,0,0,2.9987202,2.97884851218923,0.211584495,92.65662,111.010536
Mn,Cr,Tc,Te,0,0,3.1115384,3.079895179244791,0.1487433844,78.70469,104.08685400000002
Mn,Cr,Tc,W,0,0,2.8801632,2.798604965084257,0.056005589779,162.24377,105.6081936
Mn,Cr,Te,As,0,0,3.0934672,3.178359282643421,0.1086244445,75.578674,70.424896
Mn,Cr,Te,Au,0,0,3.081949,3.1167039608091023,0.0806994496,115.24171,24.549677600000003
Mn,Cr,Te,Ir,0,1,3.117723,3.0772842601170067,0.1364082583999999,78.07892,72.583013
Mn,Cr,Te,Mo,0,0,3.0401511,3.097468121015115,0.1864332209999999,123.0166,45.8580404
Mn,Cr,Te,Os,0,1,3.1091037,3.0753290523031245,0.143478974,78.41593,73.294764
Mn,Cr,Te,Pb,0,0,3.2794647,3.2914687332423727,0.0869150977,80.71961,52.8016052
Mn,Cr,Te,Pd,0,0,3.0412617,3.085618988986933,0.0977107424,108.949104,32.0936176
Mn,Cr,Te,Pt,0,1,3.0504136,3.090644968979342,0.079188388,120.64324,34.105943200000006
Mn,Cr,Te,Rh,0,1,3.0202904,3.0718128501793265,0.085339374,148.67505,55.61882800000001
Mn,Cr,Te,Ru,0,0,3.014122,3.069117156025192,0.143259375,123.49361,80.368128
Mn,Cr,Te,W,0,0,3.0136485,3.101274138014163,0.305881927,138.38766,40.35941506
Mn,Cr,W,Au,0,0,2.7850966,2.8430115385863552,0.05395207767,205.08006,7.560971
Mn,Cu,Ag,As,0,1,2.951332,2.9323518101977046,0.09493250018,86.86425,12.7315356
Mn,Cu,Ag,Au,0,0,2.9580529,2.859519522884969,0.3960762160000001,127.14088,19.06423084
Mn,Cu,Ag,Bi,0,0,3.2637851,3.135024916285877,0.890235328,95.54172,16.28280676
Mn,Cu,Ag,Ge,0,1,2.9289436,2.949876805760024,0.184956826,88.50032,20.3889336
Mn,Cu,Ag,Hg,0,1,3.0249739,2.9613607013989496,0.602032953,92.32794,14.169951400000002
Mn,Cu,Ag,Ir,0,1,2.9045594,2.8125114106039963,0.0754823705585,90.527466,18.89210424
Mn,Cu,Ag,Mo,0,0,2.9089684,2.8366258952295835,0.06943425064,132.33876,15.3793096
Mn,Cu,Ag,Os,0,1,2.8992848,2.810170282605803,0.0774718072229,92.203415,9.93675368
Mn,Cu,Ag,Pb,0,0,3.1478362,3.0640202449170246,0.932832727,93.62393,16.2700216
Mn,Cu,Ag,Pd,0,1,2.9076257,2.822480955282602,0.0997183383,125.17904,13.99066272
Mn,Cu,Ag,Pt,0,1,2.9150412,2.8284847666498294,0.0947555843185,142.71484,21.8054516
Mn,Cu,Ag,Rh,0,1,2.8747673,2.805957720859983,0.0848485998653,169.48186,11.807472
Mn,Cu,Ag,Ru,0,1,2.8716235,2.8027261255354627,0.07892533512,141.87234,12.51858416
Mn,Cu,Ag,Sb,0,0,3.169378,3.062594820671436,0.5550474839999999,98.093864,20.0888304
Mn,Cu,Ag,Sn,0,1,3.0621831,3.016507632785653,0.5461541750000001,94.01552,17.7847132
Mn,Cu,Ag,Te,0,0,3.2425191,3.1151655505060845,0.463622303,85.89652,19.8821796
Mn,Cu,Ag,W,0,0,2.8976836,2.841162379991802,0.066631549918,149.64609,6.002136800000001
Mn,Cu,As,Au,0,1,2.9610906,2.931054917504602,0.0883849876,102.20222,7.05378488
Mn,Cu,As,Ir,0,1,2.9398983,2.8863669841793564,0.104971292795,77.43261,10.508651400000002
Mn,Cu,As,Os,0,1,2.9175606,2.884144270234219,0.0890918272854,78.061386,4.9627466
Mn,Cu,As,Pb,0,0,3.1816664,3.1266098005510545,0.98462445,71.3314,19.9056656
Mn,Cu,As,Pd,0,1,2.8914857,2.895835359878602,0.094157521207,107.28045,8.4831056
Mn,Cu,As,Pt,0,0,2.915602,2.9015397550538875,0.321284106,113.989075,12.519358
Mn,Cu,As,Rh,0,1,2.8430572,2.880145479467076,0.0689224019404,149.8188,7.777046800000001
Mn,Cu,As,Ru,0,1,2.8452516,2.8770784874255604,0.0810999328037,129.46486,6.48430956
Mn,Cu,As,W,0,0,2.8954458,2.913590966392522,0.0724747406278,129.7375,5.447603020000001
Mn,Cu,Bi,As,0,0,3.2353454,3.194890552050341,0.958672295,67.01652,25.5715996
Mn,Cu,Bi,Au,0,0,3.2346292,3.133890377664808,0.8835128750000001,130.18114,9.41304384
Mn,Cu,Bi,Ir,0,0,3.221963,3.0949100546590245,0.954943584,74.8912,11.34046928
Mn,Cu,Bi,Mo,0,0,3.1443563,3.114866876913601,0.535380175,121.83562,22.3098368
Mn,Cu,Bi,Os,0,0,3.2140846,3.092977074484445,0.8440358320000001,75.67576,4.541376232
Mn,Cu,Bi,Pb,0,0,3.4083247,3.306891285762603,0.873783949,84.36321,16.325481200000002
Mn,Cu,Bi,Pd,0,0,3.1967685,3.103150497583802,0.8946124570000001,116.009926,9.50859728
Mn,Cu,Bi,Pt,0,0,3.1874316,3.1081199847295866,0.913054882,128.53911,9.3014508
Mn,Cu,Bi,Rh,0,0,3.1380267,3.089500951383266,0.913441026,165.8067,21.121676800000003
Mn,Cu,Bi,Ru,0,0,3.1503491,3.086836075786644,0.901303196,125.01862,14.270091600000002
Mn,Cu,Bi,Sb,0,0,3.4020395,3.305667666740693,0.888265734,74.37622,22.4456864
Mn,Cu,Bi,Te,0,0,3.4107904,3.350947313691248,0.7574093700000001,65.84878,21.7410646
Mn,Cu,Bi,W,0,0,3.1218088,3.1186305709540774,0.7862709250000001,137.38417,11.0460496
Mn,Cu,Ge,As,0,1,2.9807572,3.017242452339892,0.1014053764,71.37155,15.659177
Mn,Cu,Ge,Au,0,1,2.94302,2.9485952868244687,0.33999353,107.22382,7.949970680000001
Mn,Cu,Ge,Bi,0,0,3.3084998,3.209673568950976,0.916370865,73.56328,28.0060982
Mn,Cu,Ge,Ir,0,1,2.9255762,2.90444962957595,0.0911398824,76.420944,13.391688
Mn,Cu,Ge,Mo,0,0,2.8662763,2.927079279625296,0.072802420618,122.955925,15.788535
Mn,Cu,Ge,Os,0,1,2.9173868,2.902254537416943,0.080888469474,74.2046,5.79629376
Mn,Cu,Ge,Pb,0,0,3.184345,3.142040797874244,0.95301155,68.52231,18.2113908
Mn,Cu,Ge,Pd,0,1,2.8710504,2.913801041989724,0.092872933848,107.570984,9.3725072
Mn,Cu,Ge,Pt,0,1,2.8886354,2.9194355141236,0.131966749,120.23307,14.5280366
Mn,Cu,Ge,Rh,0,1,2.8287587,2.898305598443481,0.0645811877306,152.83028,7.630583600000001
Mn,Cu,Ge,Ru,0,1,2.8244255,2.8952769804603267,0.0835025015559,128.63754,10.6893256
Mn,Cu,Ge,Sb,0,0,3.2307656,3.1406853304823468,0.466261048,76.016075,28.3551416
Mn,Cu,Ge,Te,0,0,3.2976904,3.190735459815765,0.514035674,62.673733,27.9719076
Mn,Cu,Ge,W,0,0,2.8806696,2.9313403323650564,0.0734559599934,129.33511,4.84419744
Mn,Cu,Hg,As,0,1,3.0423837,3.028222058754546,0.71453606,73.55898,6.236953680000001
Mn,Cu,Hg,Au,0,1,3.027936,2.960089108831991,0.665148074,107.96341,7.314612200000001
Mn,Cu,Hg,Bi,0,0,3.348762,3.2193820637886152,0.8943930360000001,71.02562,9.15471688
Mn,Cu,Hg,Ge,0,1,3.0309498,3.0446639466069105,0.8137470150000001,73.21575,7.418026559999999
Mn,Cu,Hg,Ir,0,1,2.989328,2.916293377414452,0.288333662,77.643616,13.8021768
Mn,Cu,Hg,Mo,0,1,2.9703813,2.938741692751486,0.151374379,125.497345,31.42729540000001
Mn,Cu,Hg,Os,0,1,2.9939904,2.914116098600493,0.1073585078,77.338776,9.2380482
Mn,Cu,Hg,Pb,0,0,3.2274776,3.152169730836511,0.9226242,71.367256,7.619583120000001
Mn,Cu,Hg,Pd,0,1,2.9737573,2.925569348390251,0.1074303078,113.2177,12.6018192
Mn,Cu,Hg,Pt,0,1,2.9768064,2.9311587111577606,0.539296802,128.91763,11.6142532
Mn,Cu,Hg,Rh,0,1,2.9296412,2.9101993064991385,0.0874164266,152.40114,19.4205688
Mn,Cu,Hg,Ru,0,1,2.9356527,2.907195431659123,0.171853509,130.87503,20.5601522
Mn,Cu,Hg,Sb,0,1,3.2185168,3.150822966138247,0.816430434,73.76025,9.0969628
Mn,Cu,Hg,Te,0,0,3.249494,3.2005590130837884,0.58226734,59.95099,13.7246008
Mn,Cu,Hg,W,0,1,2.9722433,2.942969065409513,0.292225448,133.67331,11.1888178
Mn,Cu,Ir,Au,0,1,2.9096026,2.811101559542853,0.0781109518298,121.21295,11.05799124
Mn,Cu,Ir,Pb,0,0,3.0662384,3.021985667873625,0.98526822,83.05461,7.936783328000001
Mn,Cu,Ir,Pt,0,1,2.8683612,2.7789699134891053,0.0778174321,129.7901,11.8628028
Mn,Cu,Ir,Rh,0,1,2.8313847,2.75562272670308,0.066227070582,178.95618,13.94575104
Mn,Cu,Ir,W,0,0,2.87261,2.7921001408051542,0.0870917463,141.97302,5.45389268
Mn,Cu,Mo,As,0,0,2.8810456,2.9092777240144456,0.074148303255,122.762314,10.190051400000002
Mn,Cu,Mo,Au,0,0,2.9161062,2.8352399304735925,0.271519068,159.08263,27.0664706
Mn,Cu,Mo,Ir,0,0,2.8771,2.7874024235884423,0.1466824544,126.71747,25.7443488
Mn,Cu,Mo,Os,0,1,2.859376,2.78501887358497,0.04847809833479,129.22179,7.1733056
Mn,Cu,Mo,Pb,0,0,3.0529275,3.042907363050147,0.67036623,119.43415,13.979864600000004
Mn,Cu,Mo,Pd,0,1,2.865213,2.797551412726388,0.06551180746,152.89282,7.8068994
Mn,Cu,Mo,Pt,0,1,2.8739586,2.803662353585081,0.06265432842,173.51332,19.324972
Mn,Cu,Mo,Rh,0,0,2.84121,2.7807297051387523,0.0884988522,190.36969,13.2967712
Mn,Cu,Mo,Ru,0,0,2.8351307,2.777439102638105,0.0562676751954,177.20134,10.508713800000002
Mn,Cu,Mo,W,0,0,2.8668623,2.816563904658197,0.04073889987137,176.45135,6.5041158800000005
Mn,Cu,Ni,Ag,0,1,2.823163,2.7570018881140106,0.09583153098437,123.86987,24.701446
Mn,Cu,Ni,As,0,1,2.7906995,2.8337415649934607,0.0908966291623,107.7512,18.4506028
Mn,Cu,Ni,Au,0,1,2.843137,2.7555346482421523,0.09512141514655,143.95813,36.87454760000001
Mn,Cu,Ni,Bi,0,0,3.0999293,3.049298328201264,1.046141145,120.09264,72.48313000000002
Mn,Cu,Ni,Ge,0,1,2.7922223,2.8524954612066287,0.0915633891462,105.09245,23.7450508
Mn,Cu,Ni,Hg,0,1,2.9009266,2.864771802264221,0.232381538,112.45776,66.01537520000001
Mn,Cu,Ni,Ir,0,1,2.819028,2.704811393700984,0.07116050829,115.4017,20.5236352
Mn,Cu,Ni,Mo,0,0,2.783493,2.730857070071941,0.0575630984176,150.5096,16.7659432
Mn,Cu,Ni,Os,0,1,2.7903414,2.7022798539478963,0.0631067808330999,119.81283,13.0107736
Mn,Cu,Ni,Pb,0,0,3.0167031,2.9740926131666465,1.011326215,129.95442,66.2841506
Mn,Cu,Ni,Pd,0,1,2.7822468,2.715585955605312,0.099778391966,152.6328,36.1090744
Mn,Cu,Ni,Pt,0,1,2.807985,2.722070043350538,0.0926822432928,157.84682,41.253258
Mn,Cu,Ni,Rh,0,1,2.7477682,2.6977233450862776,0.06771602219682,185.84982,12.532844
Mn,Cu,Ni,Ru,0,1,2.7438414,2.6942267354266747,0.05994888947524,160.02454,11.78539032
Mn,Cu,Ni,Sb,0,0,3.032568,2.9725796187491724,0.092237736,117.85462,40.3950036
Mn,Cu,Ni,Sn,0,1,2.9669735,2.9235884555277587,0.081238047126,114.03856,27.4976674
Mn,Cu,Ni,Te,0,1,3.1565294,3.028294989298834,0.1887021,121.130554,47.7662454
Mn,Cu,Ni,W,0,0,2.7977605,2.735750822243169,0.0650906467,164.6702,12.252952400000002
Mn,Cu,Os,Au,0,1,2.9075253,2.808758079725364,0.0785335196058,122.79673,7.8599926400000015
Mn,Cu,Os,Ir,0,1,2.8779476,2.759990224558007,0.0708758726835,81.519966,9.61552732
Mn,Cu,Os,Pb,0,0,3.0885632,3.01995817752728,0.91827726,80.76481,5.8959671600000005
Mn,Cu,Os,Pt,0,1,2.8664703,2.776571857498782,0.07247036255,131.98358,8.30803504
Mn,Cu,Os,Rh,0,1,2.8158784,2.7531838091977763,0.0625081278829,179.51907,8.26537872
Mn,Cu,Os,W,0,0,2.8718176,2.789724614962616,0.053766868184,145.96098,5.1353442000000005
Mn,Cu,Pb,Au,0,0,3.1205606,3.062832483525239,0.940232886,128.27312,7.95118356
Mn,Cu,Pb,W,0,0,3.0334382,3.0468508261308016,0.832763285,135.6759,10.4256038
Mn,Cu,Pd,Au,0,1,2.9171035,2.8210810537756674,0.0966248638635,144.28618,17.9216032
Mn,Cu,Pd,Ir,0,1,2.8641293,2.772749527350886,0.0670258410460999,114.88182,9.47888868
Mn,Cu,Pd,Os,0,1,2.8487494,2.7703406856567487,0.06683307535,116.935326,5.879531680000001
Mn,Cu,Pd,Pb,0,0,3.0778365,3.030626914362624,0.950327105,113.79399,7.234856199999999
Mn,Cu,Pd,Pt,0,1,2.880281,2.789180250486598,0.0960789940843,162.3392,19.98027
Mn,Cu,Pd,Rh,0,1,2.835261,2.766005839016652,0.07692214213972,182.85803,8.09128868
Mn,Cu,Pd,W,0,1,2.8750591,2.8022151919491654,0.062132831712,162.73286,3.6139409
Mn,Cu,Pt,Au,0,1,2.9227428,2.827090806162543,0.095240207773,164.52672,17.1452496
Mn,Cu,Pt,Pb,0,0,3.0686846,3.035836477177324,0.99282049,130.45325,5.7854308
Mn,Cu,Pt,W,0,1,2.881246,2.808305874754019,0.0604771602333,182.91182,4.237408
Mn,Cu,Re,Ag,0,1,2.8864303,2.8219491563177,0.0703554870895,156.75146,5.3026964
Mn,Cu,Re,As,0,1,2.867662,2.895330168732123,0.0739647502705,140.34065,3.1868425600000005
Mn,Cu,Re,Au,0,1,2.8901963,2.8205487267425244,0.0679329611905,186.75032,5.14706208
Mn,Cu,Re,Bi,0,0,3.1094007,3.102710567571012,0.778788388,162.73009,3.3270120800000003
Mn,Cu,Re,Ge,0,1,2.849803,2.9133020629730386,0.074995485733,138.05159,3.3142673
Mn,Cu,Re,Hg,0,1,2.948306,2.925074376674236,0.194798915,144.85918,8.7709312
Mn,Cu,Re,Ir,0,1,2.8466413,2.772198475162074,0.0566034768495,161.03482,6.36849576
Mn,Cu,Re,Mo,0,0,2.8540072,2.7970100908450872,0.04805298830098,189.82794,7.4454648
Mn,Cu,Re,Ni,0,1,2.7737844,2.715011452379656,0.05086452524333,174.44447,8.490222600000001
Mn,Cu,Re,Os,0,1,2.835174,2.7697886744729407,0.03924995620616,170.88191,4.451615680000001
Mn,Cu,Re,Pb,0,0,3.0217617,3.030165672364705,0.8549061740000001,154.26204,4.059696880000001
Mn,Cu,Re,Pd,0,1,2.849398,2.782458477548719,0.0626450807222,176.04271,4.074754
Mn,Cu,Re,Pt,0,1,2.8575106,2.788635673440302,0.0604785936224,199.76192,7.35293648
Mn,Cu,Re,Rh,0,1,2.823855,2.7654520957485507,0.05293390767315,215.35493,5.26157432
Mn,Cu,Re,Ru,0,1,2.8189068,2.7621249695460586,0.0430780520095099,198.03194,6.56932644
Mn,Cu,Re,Sb,0,0,3.0162215,3.028708196046276,0.465413554,146.74086,5.621932560000001
Mn,Cu,Re,Sn,0,1,2.967243,2.9815593644761704,0.491911485,147.4979,4.33081396
Mn,Cu,Re,Te,0,0,3.0985,3.082431291153853,0.5423398070000001,135.09325,3.80609894
Mn,Cu,Re,W,0,0,2.8642235,2.8016756709532293,0.04320224094145,202.88391,5.62979788
Mn,Cu,Rh,Au,0,1,2.8780315,2.804541271326084,0.0810567814208,180.04385,11.9756934
Mn,Cu,Rh,Pb,0,0,3.0252974,3.016311620430293,0.974262835,160.4506,14.376066800000002
Mn,Cu,Rh,Pt,0,1,2.8476427,2.7722564909724685,0.0755178507193,190.4542,14.016229400000002
Mn,Cu,Rh,W,0,0,2.851584,2.7854499376819954,0.06361672225,194.57034,5.808206800000001
Mn,Cu,Ru,Au,0,1,2.883706,2.8013064052496186,0.0782752099243,160.91435,12.05956472
Mn,Cu,Ru,Ir,0,1,2.8381958,2.7522717789316964,0.064968335788,131.8239,9.52700136
Mn,Cu,Ru,Os,0,1,2.823409,2.7498269110234217,0.05369017310712,135.87424,7.942283160000001
Mn,Cu,Ru,Pb,0,0,3.030974,3.0135156719667533,0.924961104,124.68889,12.30853764
Mn,Cu,Ru,Pd,0,1,2.8303928,2.762680047241933,0.0738958770814,162.78127,11.19572192
Mn,Cu,Ru,Pt,0,1,2.8426304,2.768945706633461,0.06956935299,182.28726,14.86982224
Mn,Cu,Ru,Rh,0,1,2.794696,2.745426991460408,0.0614205589011,191.39583,6.99213596
Mn,Cu,Ru,W,0,0,2.8452253,2.7821704979898887,0.0551924397227,185.92589,7.7602318000000015
Mn,Cu,Sb,As,0,1,3.1247075,3.125240911866398,0.246995953,69.68153,28.477341600000003
Mn,Cu,Sb,Au,0,0,3.191469,3.06140595273808,0.771124391,132.82666,11.1540204
Mn,Cu,Sb,Ir,0,1,3.065191,3.0205202848494013,0.6521803890000001,82.602875,11.3233388
Mn,Cu,Sb,Mo,0,0,3.0720417,3.041462075778937,0.126071861,117.46995,20.2240778
Mn,Cu,Sb,Os,0,1,3.0783577,3.018490824797601,0.426969606,82.05849,6.76220376
Mn,Cu,Sb,Pb,0,0,3.360311,3.242022475032232,0.892553131,83.821724,21.099201200000003
Mn,Cu,Sb,Pd,0,0,3.1040554,3.0291698819676847,0.610668804,116.62158,9.7186126
Mn,Cu,Sb,Pt,0,0,3.0954742,3.034384444681669,0.804646765,130.11432,8.64545844
